County,Awaiting_testing,Inconclusive,Negative,Positive,Percent_positive,Total_tested,Date,file_name,Awaiting_BPHL_testing,Total,Awaiting_Testing,New_Negatives,New_Cases
Okaloosa,18,0,137,25,15%,162,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,28,3
Okaloosa,11,0,164,31,16%,195,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,27,6
Okaloosa,10,0,187,32,15%,219,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,23,1
Okaloosa,27,0,217,36,14%,253,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,30,4
Okaloosa,42,0,236,39,14%,275,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,19,3
Okaloosa,42,0,240,39,14%,279,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,4,0
Okaloosa,58,0,288,51,15%,339,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,48,12
Okaloosa,42,0,358,54,13%,412,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,70,3
Okaloosa,42,0,390,59,13%,449,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,32,5
Okaloosa,25,0,441,62,12%,503,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,51,3
Okaloosa,40,0,501,65,11%,566,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,60,3
Okaloosa,51,0,595,70,11%,665,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,94,5
Okaloosa,32,0,667,83,11%,750,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,72,13
Okaloosa,14,1,790,85,10%,876,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,123,2
Okaloosa,12,,998,91,8%,1089,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,208,6
Okaloosa,12,1,1045,101,9%,1147,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,47,10
Okaloosa,12,1,1213,103,8%,1317,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,168,2
Okaloosa,12,1,1233,103,8%,1337,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,20,0
Okaloosa,11,1,1259,105,8%,1365,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,26,2
Okaloosa,11,1,1330,114,8%,1445,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,71,9
Okaloosa,12,1,1411,119,8%,1531,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,81,5
Okaloosa,14,1,1461,126,8%,1588,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,50,7
Okaloosa,11,1,1511,131,8%,1643,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,50,5
Okaloosa,11,1,1531,131,8%,1663,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,20,0
Okaloosa,11,1,1592,134,8%,1727,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,61,3
Okaloosa,11,1,1636,134,8%,1771,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,44,0
Okaloosa,11,,1655,137,8%,1792,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,19,3
Okaloosa,11,,1797,145,7%,1942,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,142,8
Okaloosa,11,,1955,149,7%,2104,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,158,4
Okaloosa,11,,1976,149,7%,2125,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,21,0
Okaloosa,11,,2007,149,7%,2156,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,31,0
Okaloosa,11,,2201,152,6%,2353,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,194,3
Okaloosa,9,,2342,153,6%,2495,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,141,1
Okaloosa,4,,2454,154,6%,2608,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,112,1
Okaloosa,4,,2638,156,6%,2794,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,184,2
Okaloosa,1,1,2700,158,6%,2859,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,62,2
Okaloosa,1,1,2746,160,6%,2907,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,46,2
Okaloosa,1,1,2781,161,5%,2943,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,35,1
Okaloosa,2,1,2808,162,5%,2971,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,27,1
Okaloosa,2,1,2841,163,5%,3005,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,33,1
Okaloosa,1,1,2949,165,5%,3115,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,108,2
Okaloosa,1,1,2971,168,5%,3140,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,22,3
Okaloosa,1,,3011,169,5%,3180,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,40,1
Okaloosa,1,,3073,169,5%,3242,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,62,0
Okaloosa,,,3124,169,5%,3293,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,51,0
Okaloosa,,,3161,170,5%,3331,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,37,1
Okaloosa,,,3222,172,5%,3394,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,61,2
Okaloosa,,1,3279,174,5%,3454,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,57,2
Okaloosa,,1,3309,177,5%,3487,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,30,3
Okaloosa,,2,3368,177,5%,3547,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,59,0
Okaloosa,,2,3477,178,5%,3657,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,109,1
Okaloosa,,2,3718,180,5%,3900,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,241,2
Okaloosa,,2,4203,184,4%,4389,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,485,4
Okaloosa,,4,6074,185,3%,6263,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,1871,1
Okaloosa,,4,6545,192,3%,6741,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,471,7
Okaloosa,,4,6611,193,3%,6808,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,66,1
Okaloosa,,6,6831,193,3%,7030,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,220,0
Okaloosa,1,6,6893,194,3%,7093,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,62,1
Okaloosa,,6,6960,198,3%,7164,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,67,4
Okaloosa,,6,7018,199,3%,7223,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,58,1
Okaloosa,,2,7151,207,3%,7360,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,133,8
Okaloosa,,2,7218,212,3%,7432,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,67,5
Okaloosa,1,2,7568,223,3%,7793,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,350,11
Okaloosa,1,2,7973,232,3%,8207,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,405,9
Okeechobee,,,3,0,0%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,6,3,,
Okeechobee,,,7,0,0%,7,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,8,,,4,0
Okeechobee,,0,10,0,0%,10,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,5,,,3,0
Okeechobee,,0,14,0,0%,14,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,3,,,4,0
Okeechobee,,0,15,0,0%,15,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,6,,,1,0
Okeechobee,,,17,0,0%,17,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,6,,,2,0
Okeechobee,,0,22,0,0%,22,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,9,,,5,0
Okeechobee,,0,26,0,0%,26,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,8,,,4,0
Okeechobee,4,0,35,0,0%,35,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,9,0
Okeechobee,1,0,43,0,0%,43,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,8,0
Okeechobee,1,0,44,0,0%,44,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,1,0
Okeechobee,1,0,46,0,0%,46,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,2,0
Okeechobee,1,0,54,0,0%,54,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,8,0
Okeechobee,1,0,54,0,0%,54,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,0,0
Okeechobee,3,0,65,1,2%,66,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,11,1
Okeechobee,3,0,75,2,3%,77,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,10,1
Okeechobee,2,0,95,3,3%,98,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,20,1
Okeechobee,2,0,129,3,2%,132,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,34,0
Okeechobee,2,0,133,4,3%,137,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,4,1
Okeechobee,1,0,139,5,3%,144,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,6,1
Okeechobee,2,0,160,5,3%,165,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,21,0
Okeechobee,1,0,163,5,3%,168,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,3,0
Okeechobee,1,,176,5,3%,181,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,13,0
Okeechobee,1,,191,5,3%,196,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,15,0
Okeechobee,1,,199,5,2%,204,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,8,0
Okeechobee,1,,204,5,2%,209,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,5,0
Okeechobee,1,,209,5,2%,214,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,5,0
Okeechobee,1,,213,5,2%,218,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,4,0
Okeechobee,2,,214,5,2%,219,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,1,0
Okeechobee,2,,233,6,3%,239,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,19,1
Okeechobee,1,,253,7,3%,260,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,20,1
Okeechobee,1,,258,7,3%,265,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,5,0
Okeechobee,1,,260,7,3%,267,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,2,0
Okeechobee,2,,276,8,3%,284,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,16,1
Okeechobee,2,,278,8,3%,286,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,2,0
Okeechobee,2,,298,9,3%,307,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,20,1
Okeechobee,2,,314,9,3%,323,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,16,0
Okeechobee,1,,327,9,3%,336,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,13,0
Okeechobee,1,,343,10,3%,353,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,16,1
Okeechobee,1,,349,10,3%,359,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,6,0
Okeechobee,1,,360,10,3%,370,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,11,0
Okeechobee,1,,372,11,3%,383,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,12,1
Okeechobee,1,,380,12,3%,392,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,8,1
Okeechobee,1,,393,13,3%,406,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,13,1
Okeechobee,1,,414,14,3%,428,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,21,1
Okeechobee,1,,624,18,3%,642,5/4/2020,Florida COVID-19 Data 05-04-2020.txt,,,,210,4
Okeechobee,1,,837,17,2%,854,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,213,-1
Okeechobee,,,843,18,2%,861,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,6,1
Okeechobee,,,856,22,3%,878,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,13,4
Okeechobee,,,869,23,3%,892,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,13,1
Okeechobee,,2,895,23,3%,920,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,26,0
Okeechobee,,2,909,28,3%,939,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,14,5
Okeechobee,,2,949,28,3%,979,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,40,0
Okeechobee,,2,966,28,3%,996,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,17,0
Okeechobee,,2,969,25,3%,996,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,3,-3
Okeechobee,,2,997,32,3%,1031,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,28,7
Okeechobee,,2,1018,33,3%,1053,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,21,1
Okeechobee,,2,1030,34,3%,1066,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,12,1
Okeechobee,,2,1061,35,3%,1098,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,31,1
Okeechobee,,2,1091,43,4%,1136,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,30,8
Okeechobee,,2,1122,45,4%,1169,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,31,2
Okeechobee,,2,1178,49,4%,1229,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,56,4
Okeechobee,,2,1353,55,4%,1410,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,175,6
Okeechobee,,2,1384,57,4%,1443,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,31,2
Okeechobee,,2,1400,60,4%,1462,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,16,3
Okeechobee,,2,1461,64,4%,1527,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,61,4
Okeechobee,,2,1492,67,4%,1561,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,31,3
Okeechobee,,2,1509,67,4%,1578,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,17,0
Okeechobee,,2,1523,68,4%,1593,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,14,1
Okeechobee,,,1578,70,4%,1648,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,55,2
Okeechobee,,,1629,76,4%,1705,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,51,6
Okeechobee,,,1661,83,5%,1744,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,32,7
Okeechobee,,,1676,84,5%,1760,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,15,1
Orange,,,15,4,16%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,25,6,,
Orange,,,400,23,5%,423,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,13,,,385,19
Orange,,0,454,29,6%,483,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,14,,,54,6
Orange,,0,509,33,6%,542,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,15,,,55,4
Orange,,0,709,48,6%,757,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,17,,,200,15
Orange,,,734,52,7%,786,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,22,,,25,4
Orange,,0,1112,89,7%,1201,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,22,,,378,37
Orange,,0,1404,119,8%,1523,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,25,,,292,30
Orange,17,0,1817,174,9%,1991,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,413,55
Orange,15,0,2176,213,9%,2389,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,359,39
Orange,11,0,2668,268,9%,2936,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,492,55
Orange,12,0,2943,300,9%,3243,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,275,32
Orange,13,0,3602,373,9%,3975,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,659,73
Orange,13,0,3847,392,9%,4239,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,245,19
Orange,13,0,4716,541,10%,5257,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,869,149
Orange,15,0,5718,602,10%,6320,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,1002,61
Orange,12,0,6142,657,10%,6799,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,424,55
Orange,13,0,6539,713,10%,7252,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,397,56
Orange,17,0,7083,754,10%,7837,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,544,41
Orange,18,0,7406,768,9%,8174,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,323,14
Orange,22,0,8689,860,9%,9549,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,1283,92
Orange,19,6,9097,902,9%,10005,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,408,42
Orange,18,6,9361,923,9%,10290,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,264,21
Orange,16,16,9818,949,9%,10783,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,457,26
Orange,22,40,10875,1024,9%,11939,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,1057,75
Orange,22,39,11193,1033,8%,12265,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,318,9
Orange,19,47,11668,1051,8%,12766,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,475,18
Orange,6,1,12349,1089,8%,13439,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,681,38
Orange,8,3,13395,1135,8%,14533,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,1046,46
Orange,12,4,14146,1172,8%,15322,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,751,37
Orange,11,4,14841,1189,7%,16034,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,695,17
Orange,14,4,15524,1204,7%,16732,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,683,15
Orange,14,3,16392,1222,7%,17617,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,868,18
Orange,17,3,17722,1258,7%,18983,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,1330,36
Orange,17,3,17868,1260,7%,19131,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,146,2
Orange,15,3,19278,1286,6%,20567,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,1410,26
Orange,20,3,20195,1304,6%,21502,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,917,18
Orange,14,3,21012,1322,6%,22337,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,817,18
Orange,15,3,22280,1339,6%,23622,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,1268,17
Orange,15,3,22735,1363,6%,24101,4/28/2020,Florida COVID-19 Data 04-28-2020.txt,,,,455,24
Orange,18,3,23216,1371,6%,24590,4/29/2020,Florida COVID-19 Data 04-29-2020.txt,,,,481,8
Orange,15,3,24112,1385,5%,25500,4/30/2020,Florida COVID-19 Data 04-30-2020.txt,,,,896,14
Orange,11,3,24946,1413,5%,26362,5/1/2020,Florida COVID-19 Data 05-01-2020.txt,,,,834,28
Orange,10,3,26394,1422,5%,27819,5/2/2020,Florida COVID-19 Data 05-02-2020.txt,,,,1448,9
Orange,10,3,27259,1434,5%,28696,5/3/2020,Florida COVID-19 Data 05-03-2020.txt,,,,865,12
Orange,12,31,29361,1446,5%,30838,5/5/2020,Florida COVID-19 Data 05-05-2020.txt,,,,2102,12
Orange,11,31,30679,1460,5%,32170,5/6/2020,Florida COVID-19 Data 05-06-2020.txt,,,,1318,14
Orange,13,32,31877,1474,4%,33383,5/7/2020,Florida COVID-19 Data 05-07-2020.txt,,,,1198,14
Orange,16,32,32616,1478,4%,34126,5/8/2020,Florida COVID-19 Data 05-08-2020.txt,,,,739,4
Orange,16,34,33685,1505,4%,35224,5/9/2020,Florida COVID-19 Data 05-09-2020.txt,,,,1069,27
Orange,16,36,34295,1505,4%,35836,5/10/2020,Florida COVID-19 Data 05-10-2020.txt,,,,610,0
Orange,16,37,36239,1512,4%,37788,5/11/2020,Florida COVID-19 Data 05-11-2020.txt,,,,1944,7
Orange,17,36,36841,1537,4%,38414,5/12/2020,Florida COVID-19 Data 05-12-2020.txt,,,,602,25
Orange,15,36,38015,1553,4%,39604,5/13/2020,Florida COVID-19 Data 05-13-2020.txt,,,,1174,16
Orange,16,37,38893,1577,4%,40507,5/14/2020,Florida COVID-19 Data 05-14-2020.txt,,,,878,24
Orange,17,39,39592,1615,4%,41246,5/15/2020,Florida COVID-19 Data 05-15-2020.txt,,,,699,38
Orange,18,40,40815,1629,4%,42484,5/16/2020,Florida COVID-19 Data 05-16-2020.txt,,,,1223,14
Orange,16,52,46014,1655,3%,47721,5/17/2020,Florida COVID-19 Data 05-17-2020.txt,,,,5199,26
Orange,15,56,47785,1679,3%,49520,5/18/2020,Florida COVID-19 Data 05-18-2020.txt,,,,1771,24
Orange,14,57,51507,1699,3%,53263,5/19/2020,Florida COVID-19 Data 05-19-2020.txt,,,,3722,20
Orange,15,57,56336,1708,3%,58101,5/20/2020,Florida COVID-19 Data 05-20-2020.txt,,,,4829,9
Orange,15,65,59497,1744,3%,61306,5/21/2020,Florida COVID-19 Data 05-21-2020.txt,,,,3161,36
Orange,15,65,61069,1768,3%,62902,5/23/2020,Florida COVID-19 Data 05-23-2020.txt,,,,1572,24
Orange,14,65,62073,1808,3%,63946,5/24/2020,Florida COVID-19 Data 05-24-2020.txt,,,,1004,40
Orange,14,65,63966,1831,3%,65862,5/25/2020,Florida COVID-19 Data 05-25-2020.txt,,,,1893,23
Orange,14,65,64483,1849,3%,66397,5/26/2020,Florida COVID-19 Data 05-26-2020.txt,,,,517,18
Orange,13,65,65182,1877,3%,67124,5/27/2020,Florida COVID-19 Data 05-27-2020.txt,,,,699,28
Orange,14,67,66027,1902,3%,67996,5/28/2020,Florida COVID-19 Data 05-28-2020.txt,,,,845,25
Orange,14,53,67941,1945,3%,69939,5/29/2020,Florida COVID-19 Data 05-29-2020.txt,,,,1914,43
Orange,16,54,68514,1976,3%,70544,5/30/2020,Florida COVID-19 Data 05-30-2020.txt,,,,573,31
Orange,16,55,69813,2002,3%,71870,5/31/2020,Florida COVID-19 Data 05-31-2020.txt,,,,1299,26
Orange,13,55,70855,2031,3%,72941,6/1/2020,Florida COVID-19 Data 06-01-2020.txt,,,,1042,29
Osceola,,,9,5,16%,,3/16/2020,Florida COVID-19 Data 03-16-2020.txt,,32,18,,
Osceola,,,97,13,12%,110,3/20/2020,Florida COVID-19 Data 03-20-2020.txt,91,,,88,8
Osceola,,0,139,21,13%,160,3/21/2020,Florida COVID-19 Data 03-21-2020.txt,65,,,42,8
Osceola,,0,151,24,14%,175,3/22/2020,Florida COVID-19 Data 03-22-2020.txt,65,,,12,3
Osceola,,0,183,25,12%,208,3/23/2020,Florida COVID-19 Data 03-23-2020.txt,66,,,32,1
Osceola,,,192,26,12%,218,3/24/2020,Florida COVID-19 Data 03-24-2020.txt,71,,,9,1
Osceola,,0,257,39,13%,296,3/25/2020,Florida COVID-19 Data 03-25-2020.txt,73,,,65,13
Osceola,,0,303,45,13%,348,3/26/2020,Florida COVID-19 Data 03-26-2020.txt,68,,,46,6
Osceola,75,0,368,56,13%,424,3/27/2020,Florida COVID-19 Data 03-27-2020.txt,,,,65,11
Osceola,63,0,437,74,14%,511,3/28/2020,Florida COVID-19 Data 03-28-2020.txt,,,,69,18
Osceola,64,0,512,89,15%,601,3/29/2020,Florida COVID-19 Data 03-29-2020.txt,,,,75,15
Osceola,72,0,559,94,14%,653,3/30/2020,Florida COVID-19 Data 03-30-2020.txt,,,,47,5
Osceola,61,0,703,110,14%,813,3/31/2020,Florida COVID-19 Data 03-31-2020.txt,,,,144,16
Osceola,61,0,736,115,14%,851,4/1/2020,Florida COVID-19 Data 04-01-2020.txt,,,,33,5
Osceola,69,0,890,170,16%,1060,4/2/2020,Florida COVID-19 Data 04-02-2020.txt,,,,154,55
Osceola,83,0,1107,201,15%,1308,4/3/2020,Florida COVID-19 Data 04-03-2020.txt,,,,217,31
Osceola,83,0,1187,216,15%,1403,4/4/2020,Florida COVID-19 Data 04-04-2020.txt,,,,80,15
Osceola,81,0,1301,229,15%,1530,4/5/2020,Florida COVID-19 Data 04-05-2020.txt,,,,114,13
Osceola,72,0,1427,241,14%,1668,4/6/2020,Florida COVID-19 Data 04-06-2020.txt,,,,126,12
Osceola,75,1,1536,256,14%,1793,4/7/2020,Florida COVID-19 Data 04-07-2020.txt,,,,109,15
Osceola,72,1,1886,295,14%,2182,4/9/2020,Florida COVID-19 Data 04-09-2020.txt,,,,350,39
Osceola,67,1,1983,305,13%,2289,4/10/2020,Florida COVID-19 Data 04-10-2020.txt,,,,97,10
Osceola,65,1,2050,317,13%,2368,4/11/2020,Florida COVID-19 Data 04-11-2020.txt,,,,67,12
Osceola,65,3,2146,323,13%,2472,4/12/2020,Florida COVID-19 Data 04-12-2020.txt,,,,96,6
Osceola,67,10,2374,333,12%,2717,4/13/2020,Florida COVID-19 Data 04-13-2020.txt,,,,228,10
Osceola,66,10,2413,343,12%,2766,4/14/2020,Florida COVID-19 Data 04-14-2020.txt,,,,39,10
Osceola,67,10,2481,353,12%,2844,4/15/2020,Florida COVID-19 Data 04-15-2020.txt,,,,68,10
Osceola,67,1,2604,367,12%,2972,4/16/2020,Florida COVID-19 Data 04-16-2020.txt,,,,123,14
Osceola,69,1,2832,388,12%,3221,4/17/2020,Florida COVID-19 Data 04-17-2020.txt,,,,228,21
Osceola,66,1,2961,397,12%,3359,4/18/2020,Florida COVID-19 Data 04-18-2020.txt,,,,129,9
Osceola,65,1,3111,406,12%,3518,4/19/2020,Florida COVID-19 Data 04-19-2020.txt,,,,150,9
Osceola,64,1,3199,410,11%,3610,4/20/2020,Florida COVID-19 Data 04-20-2020.txt,,,,88,4
Osceola,64,1,3313,416,11%,3730,4/21/2020,Florida COVID-19 Data 04-21-2020.txt,,,,114,6
Osceola,60,1,3498,427,11%,3926,4/22/2020,Florida COVID-19 Data 04-22-2020.txt,,,,185,11
Osceola,62,1,3518,431,11%,3950,4/23/2020,Florida COVID-19 Data 04-23-2020.txt,,,,20,4
Osceola,61,1,3930,454,10%,4385,4/24/2020,Florida COVID-19 Data 04-24-2020.txt,,,,412,23
Osceola,59,3,4120,463,10%,4586,4/25/2020,Florida COVID-19 Data 04-25-2020.txt,,,,190,9
Osceola,48,3,4219,463,10%,4685,4/26/2020,Florida COVID-19 Data 04-26-2020.txt,,,,99,0
Osceola,45,2,4631,470,9%,5103,4/27/2020,Florida COVID-19 Data 04-27-2020.txt,,,,412,7
