,county,awaiting_testing,negative,positive,percent_positive,total_tested,file_name,inconclusive,date,day_of_week,new_negatives,new_cases,week,day
7144,Orange,18.0,7406,768.0,9.0,8192.0,html version of FL COVID Rep 04-07-2020(PM),0.0,2020-04-07,1,13.0,5.0,15,Tuesday
7145,Orange,18.0,7737,803.0,9.0,8558.0,html version of FL COVID Rep 04-08-2020,0.0,2020-04-08,2,331.0,35.0,15,Wednesday
7146,Orange,21.0,7750,824.0,10.0,8595.0,html version of FL COVID Rep 04-08-2020(PM),0.0,2020-04-08,2,13.0,21.0,15,Wednesday
7147,Orange,21.0,8458,857.0,9.0,9336.0,html version of FL COVID Rep 04-09-2020,0.0,2020-04-09,3,708.0,33.0,15,Thursday
7148,Orange,22.0,8689,860.0,9.0,9571.0,html version of FL COVID Rep 04-09-2020(PM),0.0,2020-04-09,3,231.0,3.0,15,Thursday
7149,Orange,21.0,9023,895.0,9.0,9939.0,html version of FL COVID Rep 04-10-2020,0.0,2020-04-10,4,334.0,35.0,15,Friday
7150,Orange,19.0,9097,902.0,9.0,10024.0,html version of FL COVID Rep 04-10-2020(PM),6.0,2020-04-10,4,74.0,7.0,15,Friday
7151,Orange,18.0,9301,914.0,9.0,10239.0,html version of FL COVID Rep 04-11-2020,6.0,2020-04-11,5,204.0,12.0,15,Saturday
7152,Orange,18.0,9361,923.0,9.0,10308.0,html version of FL COVID Rep 04-11-2020(PM),6.0,2020-04-11,5,60.0,9.0,15,Saturday
7153,Orange,16.0,9744,942.0,9.0,10708.0,html version of FL COVID Rep 04-12-2020,6.0,2020-04-12,6,383.0,19.0,15,Sunday
7154,Orange,16.0,9818,949.0,9.0,10799.0,html version of FL COVID Rep 04-12-2020(PM),16.0,2020-04-12,6,74.0,7.0,15,Sunday
7155,Orange,17.0,10819,1017.0,9.0,11869.0,html version of FL COVID Rep 04-13-2020,16.0,2020-04-13,0,1001.0,68.0,16,Monday
7156,Orange,22.0,10875,1024.0,9.0,11961.0,html version of FL COVID Rep 04-13-2020(PM),40.0,2020-04-13,0,56.0,7.0,16,Monday
7157,Orange,22.0,11193,1033.0,8.0,12287.0,html version of FL COVID Rep 04-14-2020,39.0,2020-04-14,1,318.0,9.0,16,Tuesday
7158,Orange,20.0,11300,1038.0,8.0,12405.0,html version of FL COVID Rep 04-14-2020(PM),47.0,2020-04-14,1,107.0,5.0,16,Tuesday
7159,Orange,19.0,11668,1051.0,8.0,12785.0,html version of FL COVID Rep 04-15-2020,47.0,2020-04-15,2,368.0,13.0,16,Wednesday
7160,Orange,7.0,11845,1072.0,8.0,12925.0,html version of FL COVID Rep 04-15-2020(PM),1.0,2020-04-15,2,177.0,21.0,16,Wednesday
7161,Orange,6.0,12349,1089.0,8.0,13445.0,html version of FL COVID Rep 04-16-2020,1.0,2020-04-16,3,504.0,17.0,16,Thursday
7162,Orange,7.0,12720,1114.0,8.0,13842.0,html version of FL COVID Rep 04-16-2020(PM),1.0,2020-04-16,3,371.0,25.0,16,Thursday
7163,Orange,8.0,13395,1135.0,8.0,14541.0,html version of FL COVID Rep 04-17-2020,3.0,2020-04-17,4,675.0,21.0,16,Friday
7164,Orange,7.0,13940,1158.0,8.0,15109.0,html version of FL COVID Rep 04-17-2020(PM),4.0,2020-04-17,4,545.0,23.0,16,Friday
7165,Orange,12.0,14146,1172.0,8.0,15334.0,html version of FL COVID Rep 04-18-2020,4.0,2020-04-18,5,206.0,14.0,16,Saturday
7166,Orange,12.0,14623,1180.0,7.0,15819.0,html version of FL COVID Rep 04-18-2020(PM),4.0,2020-04-18,5,477.0,8.0,16,Saturday
7167,Orange,11.0,14841,1189.0,7.0,16045.0,html version of FL COVID Rep 04-19-2020,4.0,2020-04-19,6,218.0,9.0,16,Sunday
7168,Orange,11.0,15389,1198.0,7.0,16602.0,html version of FL COVID Rep 04-19-2020(PM),4.0,2020-04-19,6,548.0,9.0,16,Sunday
7169,Orange,14.0,15524,1204.0,7.0,16746.0,html version of FL COVID Rep 04-20-2020,4.0,2020-04-20,0,135.0,6.0,17,Monday
7170,Orange,14.0,15826,1216.0,7.0,17060.0,html version of FL COVID Rep 04-20-2020(PM),4.0,2020-04-20,0,302.0,12.0,17,Monday
7171,Orange,14.0,16392,1222.0,7.0,17631.0,html version of FL COVID Rep 04-21-2020,3.0,2020-04-21,1,566.0,6.0,17,Tuesday
7172,Orange,14.0,16989,1235.0,7.0,18241.0,html version of FL COVID Rep 04-21-2020(PM),3.0,2020-04-21,1,597.0,13.0,17,Tuesday
7173,Orange,16.0,17515,1251.0,7.0,18785.0,html version of FL COVID Rep 04-22-2020,3.0,2020-04-22,2,526.0,16.0,17,Wednesday
7174,Orange,17.0,17722,1258.0,7.0,19000.0,html version of FL COVID Rep 04-22-2020(PM),3.0,2020-04-22,2,207.0,7.0,17,Wednesday
7175,Orange,17.0,17868,1260.0,7.0,19148.0,html version of FL COVID Rep 04-23-2020,3.0,2020-04-23,3,146.0,2.0,17,Thursday
7176,Orange,17.0,17887,1274.0,7.0,19181.0,html version of FL COVID Rep 04-23-2020(PM),3.0,2020-04-23,3,19.0,14.0,17,Thursday
7177,Orange,15.0,19278,1286.0,6.0,20582.0,html version of FL COVID Rep 04-24-2020,3.0,2020-04-24,4,1391.0,12.0,17,Friday
7178,Orange,15.0,19282,1290.0,6.0,20590.0,html version of FL COVID Rep 04-24-2020(PM),3.0,2020-04-24,4,4.0,4.0,17,Friday
7179,Orange,20.0,20195,1304.0,6.0,21522.0,html version of FL COVID Rep 04-25-2020,3.0,2020-04-25,5,913.0,14.0,17,Saturday
7180,Orange,14.0,21012,1322.0,6.0,22351.0,html version of FL COVID Rep 04-26-2020,3.0,2020-04-26,6,817.0,18.0,17,Sunday
7181,Orange,15.0,22280,1339.0,6.0,23637.0,html version of FL COVID Rep 04-27-2020,3.0,2020-04-27,0,1268.0,17.0,18,Monday
7182,Orange,15.0,22735,1363.0,6.0,24116.0,html version of FL COVID Rep 04-28-2020,3.0,2020-04-28,1,455.0,24.0,18,Tuesday
7183,Orange,18.0,23216,1371.0,6.0,24608.0,html version of FL COVID Rep 04-29-2020,3.0,2020-04-29,2,481.0,8.0,18,Wednesday
7184,Orange,15.0,24112,1385.0,5.0,25515.0,html version of FL COVID Rep 04-30-2020,3.0,2020-04-30,3,896.0,14.0,18,Thursday
7185,Orange,11.0,24946,1413.0,5.0,26373.0,html version of FL COVID Rep 05-01-2020,3.0,2020-05-01,4,834.0,28.0,18,Friday
7186,Orange,10.0,26394,1422.0,5.0,27829.0,html version of FL COVID Rep 05-02-2020,3.0,2020-05-02,5,1448.0,9.0,18,Saturday
7187,Orange,10.0,27259,1434.0,5.0,28706.0,html version of FL COVID Rep 05-03-2020,3.0,2020-05-03,6,865.0,12.0,18,Sunday
7188,Orange,10.0,27951,1438.0,5.0,29402.0,html version of FL COVID Rep 05-04-2020,3.0,2020-05-04,0,692.0,4.0,19,Monday
7189,Orange,12.0,29361,1446.0,5.0,30850.0,html version of FL COVID Rep 05-05-2020,31.0,2020-05-05,1,1410.0,8.0,19,Tuesday
7190,Orange,11.0,30679,1460.0,5.0,32181.0,html version of FL COVID Rep 05-06-2020,31.0,2020-05-06,2,1318.0,14.0,19,Wednesday
7191,Orange,13.0,31877,1474.0,4.0,33396.0,html version of FL COVID Rep 05-07-2020,32.0,2020-05-07,3,1198.0,14.0,19,Thursday
7192,Orange,16.0,32616,1478.0,4.0,34142.0,html version of FL COVID Rep 05-08-2020,32.0,2020-05-08,4,739.0,4.0,19,Friday
7193,Orange,16.0,33685,1505.0,4.0,35240.0,html version of FL COVID Rep 05-09-2020,34.0,2020-05-09,5,1069.0,27.0,19,Saturday
7194,Orange,16.0,34295,1505.0,4.0,35852.0,html version of FL COVID Rep 05-10-2020,36.0,2020-05-10,6,610.0,0.0,19,Sunday
7195,Orange,16.0,36239,1512.0,4.0,37804.0,html version of FL COVID Rep 05-11-2020,37.0,2020-05-11,0,1944.0,7.0,20,Monday
7196,Orange,17.0,36841,1537.0,4.0,38431.0,html version of FL COVID Rep 05-12-2020,36.0,2020-05-12,1,602.0,25.0,20,Tuesday
7197,Orange,15.0,38015,1553.0,4.0,39619.0,html version of FL COVID Rep 05-13-2020,36.0,2020-05-13,2,1174.0,16.0,20,Wednesday
7198,Orange,16.0,38893,1577.0,4.0,40523.0,html version of FL COVID Rep 05-14-2020,37.0,2020-05-14,3,878.0,24.0,20,Thursday
7199,Orange,17.0,39592,1615.0,4.0,41263.0,html version of FL COVID Rep 05-15-2020,39.0,2020-05-15,4,699.0,38.0,20,Friday
7200,Orange,18.0,40815,1629.0,4.0,42502.0,html version of FL COVID Rep 05-16-2020,40.0,2020-05-16,5,1223.0,14.0,20,Saturday
7201,Orange,16.0,46014,1655.0,3.0,47737.0,html version of FL COVID Rep 05-17-2020,52.0,2020-05-17,6,5199.0,26.0,20,Sunday
7202,Orange,15.0,47785,1679.0,3.0,49535.0,html version of FL COVID Rep 05-18-2020,56.0,2020-05-18,0,1771.0,24.0,21,Monday
7203,Orange,14.0,51507,1699.0,3.0,53277.0,html version of FL COVID Rep 05-19-2020,57.0,2020-05-19,1,3722.0,20.0,21,Tuesday
7204,Orange,15.0,56336,1708.0,3.0,58116.0,html version of FL COVID Rep 05-20-2020,57.0,2020-05-20,2,4829.0,9.0,21,Wednesday
7205,Orange,15.0,58569,1726.0,3.0,60372.0,html version of FL COVID Rep 05-21-2020,62.0,2020-05-21,3,2233.0,18.0,21,Thursday
7206,Orange,15.0,59497,1744.0,3.0,61321.0,html version of FL COVID Rep 05-22-2020,65.0,2020-05-22,4,928.0,18.0,21,Friday
7207,Orange,15.0,61069,1768.0,3.0,62917.0,html version of FL COVID Rep 05-23-2020,65.0,2020-05-23,5,1572.0,24.0,21,Saturday
7208,Orange,14.0,62073,1808.0,3.0,63960.0,html version of FL COVID Rep 05-24-2020,65.0,2020-05-24,6,1004.0,40.0,21,Sunday
7209,Orange,14.0,63966,1831.0,3.0,65876.0,html version of FL COVID Rep 05-25-2020,65.0,2020-05-25,0,1893.0,23.0,22,Monday
7210,Orange,14.0,64483,1849.0,3.0,66411.0,html version of FL COVID Rep 05-26-2020,65.0,2020-05-26,1,517.0,18.0,22,Tuesday
7211,Orange,13.0,65182,1877.0,3.0,67137.0,html version of FL COVID Rep 05-27-2020,65.0,2020-05-27,2,699.0,28.0,22,Wednesday
7212,Orange,14.0,66027,1902.0,3.0,68010.0,html version of FL COVID Rep 05-28-2020,67.0,2020-05-28,3,845.0,25.0,22,Thursday
7213,Orange,14.0,67941,1945.0,3.0,69953.0,html version of FL COVID Rep 05-29-2020,53.0,2020-05-29,4,1914.0,43.0,22,Friday
7214,Orange,16.0,68514,1976.0,3.0,70560.0,html version of FL COVID Rep 05-30-2020,54.0,2020-05-30,5,573.0,31.0,22,Saturday
7215,Orange,16.0,69813,2002.0,3.0,71886.0,html version of FL COVID Rep 05-31-2020,55.0,2020-05-31,6,1299.0,26.0,22,Sunday
7216,Orange,13.0,70855,2031.0,3.0,72954.0,html version of FL COVID Rep 06-1-2020,55.0,2020-06-01,0,1042.0,29.0,23,Monday
7217,Orange,13.0,71067,2048.0,3.0,73183.0,html version of FL COVID Rep 06-2-2020,55.0,2020-06-02,1,212.0,17.0,23,Tuesday
7218,Orange,14.0,73458,2121.0,3.0,75650.0,html version of FL COVID Rep 06-03-2020,57.0,2020-06-03,2,2391.0,73.0,23,Wednesday
7219,Orange,16.0,75272,2169.0,3.0,77512.0,html version of FL COVID Rep 06-04-2020,55.0,2020-06-04,3,1814.0,48.0,23,Thursday
7220,Orange,15.0,76635,2210.0,3.0,78914.0,html version of FL COVID Rep 06-05-2020,54.0,2020-06-05,4,1363.0,41.0,23,Friday
7221,Orange,16.0,78560,2256.0,3.0,80885.0,html version of FL COVID Rep 06-06-2020,53.0,2020-06-06,5,1925.0,46.0,23,Saturday
7222,Orange,14.0,80644,2316.0,3.0,83027.0,html version of FL COVID Rep 06-07-2020,53.0,2020-06-07,6,2084.0,60.0,23,Sunday
7223,Orange,13.0,81906,2378.0,3.0,84350.0,html version of FL COVID Rep 06-08-2020,53.0,2020-06-08,0,1262.0,62.0,24,Monday
7224,Orange,14.0,83606,2449.0,3.0,86121.0,html version of FL COVID Rep 06-09-2020,52.0,2020-06-09,1,1700.0,71.0,24,Tuesday
7225,Orange,15.0,84993,2542.0,3.0,87602.0,html version of FL COVID Rep 06-10-2020,52.0,2020-06-10,2,1387.0,93.0,24,Wednesday
7226,Orange,26.0,86703,2678.0,3.0,89459.0,html version of FL COVID Rep 06-11-2020,52.0,2020-06-11,3,1710.0,136.0,24,Thursday
7227,Orange,23.0,88177,2773.0,3.0,91028.0,html version of FL COVID Rep 06-12-2020,55.0,2020-06-12,4,1474.0,95.0,24,Friday
7228,Orange,24.0,89924,2937.0,3.0,92941.0,html version of FL COVID Rep 06-13-2020,56.0,2020-06-13,5,1747.0,164.0,24,Saturday
7229,Orange,25.0,93090,3130.0,3.0,96302.0,html version of FL COVID Rep 06-14-2020,57.0,2020-06-14,6,3166.0,193.0,24,Sunday
7230,Orange,31.0,94760,3282.0,3.0,98130.0,html version of FL COVID Rep 06-15-2020,57.0,2020-06-15,0,1670.0,152.0,25,Monday
7231,Orange,31.0,96184,3437.0,3.0,99713.0,html version of FL COVID Rep 06-16-2020,61.0,2020-06-16,1,1424.0,155.0,25,Tuesday
7232,Orange,43.0,97281,3584.0,4.0,100970.0,html version of FL COVID Rep 06-17-2020,62.0,2020-06-17,2,1097.0,147.0,25,Wednesday
7233,Orange,34.0,98898,3900.0,4.0,102893.0,html version of FL COVID Rep 06-18-2020,61.0,2020-06-18,3,1617.0,316.0,25,Thursday
7234,Orange,34.0,100138,4274.0,4.0,104507.0,html version of FL COVID Rep 06-19-2020,61.0,2020-06-19,4,1240.0,374.0,25,Friday
7235,Orange,51.0,101377,4569.0,4.0,106060.0,html version of FL COVID Rep 06-20-2020,63.0,2020-06-20,5,1239.0,295.0,25,Saturday
7236,Orange,62.0,103547,4914.0,5.0,108591.0,html version of FL COVID Rep 06-21-2020,68.0,2020-06-21,6,2170.0,345.0,25,Sunday
7237,Orange,63.0,104412,5157.0,5.0,109703.0,html version of FL COVID Rep 06-22-2020,71.0,2020-06-22,0,865.0,243.0,26,Monday
7238,Orange,50.0,106012,5502.0,5.0,111645.0,html version of FL COVID Rep 06-23-2020,81.0,2020-06-23,1,1600.0,345.0,26,Tuesday
7239,Orange,64.0,108003,6056.0,5.0,114209.0,html version of FL COVID Rep 06-24-2020,86.0,2020-06-24,2,1991.0,554.0,26,Wednesday
7240,Orange,52.0,111817,6786.0,6.0,118748.0,html version of FL COVID Rep 06-25-2020,93.0,2020-06-25,3,3814.0,730.0,26,Thursday
7241,Orange,59.0,115107,7848.0,6.0,123119.0,html version of FL COVID Rep 06-26-2020,105.0,2020-06-26,4,3290.0,1062.0,26,Friday
7242,Orange,56.0,118992,8837.0,7.0,128005.0,html version of FL COVID Rep 06-27-2020,120.0,2020-06-27,5,3885.0,989.0,26,Saturday
7243,Orange,56.0,122171,9671.0,7.0,132027.0,html version of FL COVID Rep 06-28-2020,129.0,2020-06-28,6,3179.0,834.0,26,Sunday
7244,Orange,63.0,123851,10014.0,7.0,134073.0,html version of FL COVID Rep 06-29-2020,145.0,2020-06-29,0,1680.0,343.0,27,Monday
7245,Orange,69.0,125211,10314.0,8.0,135746.0,html version of FL COVID Rep 06-30-2020,152.0,2020-06-30,1,1360.0,300.0,27,Tuesday
7246,Orange,86.0,127464,10874.0,8.0,138575.0,html version of FL COVID Rep 07-01-2020,151.0,2020-07-01,2,2253.0,560.0,27,Wednesday
7247,Orange,89.0,129479,11458.0,8.0,141182.0,html version of FL COVID Rep 07-02-2020,156.0,2020-07-02,3,2015.0,584.0,27,Thursday
7248,Orange,104.0,131903,12078.0,8.0,144248.0,html version of FL COVID Rep 07-03-2020,163.0,2020-07-03,4,2424.0,620.0,27,Friday
7249,Orange,123.0,137095,13262.0,9.0,150656.0,html version of FL COVID Rep 07-04-2020,176.0,2020-07-04,5,5192.0,1184.0,27,Saturday
7250,Orange,134.0,140763,14032.0,9.0,155109.0,html version of FL COVID Rep 07-05-2020,180.0,2020-07-05,6,3668.0,770.0,27,Sunday
7251,Orange,139.0,142402,14407.0,9.0,157130.0,html version of FL COVID Rep 07-06-2020,182.0,2020-07-06,0,1639.0,375.0,28,Monday
7252,Orange,149.0,143671,14768.0,9.0,158770.0,html version of FL COVID Rep 07-07-2020,182.0,2020-07-07,1,1269.0,361.0,28,Tuesday
7253,Orange,189.0,145781,15194.0,9.0,161349.0,html version of FL COVID Rep 07-08-2020,185.0,2020-07-08,2,2110.0,426.0,28,Wednesday
7254,Orange,194.0,147436,15595.0,10.0,163414.0,html version of FL COVID Rep 07-09-2020,189.0,2020-07-09,3,1655.0,401.0,28,Thursday
7255,Orange,195.0,150789,16148.0,10.0,167328.0,html version of FL COVID Rep 07-10-2020,196.0,2020-07-10,4,3353.0,553.0,28,Friday
7256,Orange,230.0,152816,16630.0,10.0,169881.0,html version of FL COVID Rep 07-11-2020,205.0,2020-07-11,5,2027.0,482.0,28,Saturday
7257,Orange,232.0,162155,18001.0,10.0,180602.0,html version of FL COVID Rep 07-12-2020,214.0,2020-07-12,6,9339.0,1371.0,28,Sunday
7258,Orange,250.0,165958,18937.0,10.0,185369.0,html version of FL COVID Rep 07-13-2020,224.0,2020-07-13,0,3803.0,936.0,29,Monday
7259,Osceola,18.0,9,5.0,16.0,32.0,html version of FL COVID Rep 03-16-2020,0.0,2020-03-16,0,,,12,Monday
7260,Osceola,38.0,14,8.0,13.0,60.0,html version of FL COVID Rep 03-18-2020,0.0,2020-03-18,2,5.0,3.0,12,Wednesday
7261,Osceola,72.0,23,9.0,9.0,104.0,html version of FL COVID Rep 03-19-2020,0.0,2020-03-19,3,9.0,1.0,12,Thursday
7262,Osceola,91.0,97,13.0,12.0,201.0,html version of FL COVID Rep 03-20-2020,0.0,2020-03-20,4,74.0,4.0,12,Friday
7263,Osceola,65.0,139,21.0,13.0,225.0,html version of FL COVID Rep 03-21-2020(PM),0.0,2020-03-21,5,42.0,8.0,12,Saturday
7264,Osceola,65.0,144,22.0,13.0,231.0,html version of FL COVID Rep 03-22-2020,0.0,2020-03-22,6,5.0,1.0,12,Sunday
7265,Osceola,65.0,151,24.0,14.0,240.0,html version of FL COVID Rep 03-22-2020(PM),0.0,2020-03-22,6,7.0,2.0,12,Sunday
7266,Osceola,64.0,176,24.0,12.0,264.0,html version of FL COVID Rep 03-23-2020,0.0,2020-03-23,0,25.0,0.0,13,Monday
7267,Osceola,66.0,183,25.0,12.0,274.0,html version of FL COVID Rep 03-23-2020(PM),0.0,2020-03-23,0,7.0,1.0,13,Monday
7268,Osceola,67.0,192,26.0,12.0,285.0,html version of FL COVID Rep 03-24-2020,0.0,2020-03-24,1,9.0,1.0,13,Tuesday
7269,Osceola,71.0,192,26.0,12.0,289.0,html version of FL COVID Rep 03-24-2020(PM),0.0,2020-03-24,1,0.0,0.0,13,Tuesday
7270,Osceola,68.0,217,35.0,14.0,320.0,html version of FL COVID Rep 03-25-2020,0.0,2020-03-25,2,25.0,9.0,13,Wednesday
7271,Osceola,73.0,257,39.0,13.0,369.0,html version of FL COVID Rep 03-25-2020(PM),0.0,2020-03-25,2,40.0,4.0,13,Wednesday
7272,Osceola,63.0,284,42.0,13.0,389.0,html version of FL COVID Rep 03-26-2020,0.0,2020-03-26,3,27.0,3.0,13,Thursday
7273,Osceola,68.0,303,45.0,13.0,416.0,html version of FL COVID Rep 03-26-2020(PM),0.0,2020-03-26,3,19.0,3.0,13,Thursday
7274,Osceola,66.0,340,53.0,13.0,459.0,html version of FL COVID Rep 03-27-2020,0.0,2020-03-27,4,37.0,8.0,13,Friday
7275,Osceola,75.0,368,56.0,13.0,499.0,html version of FL COVID Rep 03-27-2020(PM),0.0,2020-03-27,4,28.0,3.0,13,Friday
7276,Osceola,63.0,425,66.0,13.0,554.0,html version of FL COVID Rep 03-28-2020,0.0,2020-03-28,5,57.0,10.0,13,Saturday
7277,Osceola,63.0,437,74.0,14.0,574.0,html version of FL COVID Rep 03-28-2020(PM),0.0,2020-03-28,5,12.0,8.0,13,Saturday
7278,Osceola,64.0,479,83.0,15.0,626.0,html version of FL COVID Rep 03-29-2020,0.0,2020-03-29,6,42.0,9.0,13,Sunday
7279,Osceola,64.0,512,89.0,15.0,665.0,html version of FL COVID Rep 03-29-2020(PM),0.0,2020-03-29,6,33.0,6.0,13,Sunday
7280,Osceola,63.0,552,94.0,15.0,709.0,html version of FL COVID Rep 03-30-2020,0.0,2020-03-30,0,40.0,5.0,14,Monday
7281,Osceola,72.0,559,94.0,14.0,725.0,html version of FL COVID Rep 03-30-2020(PM),0.0,2020-03-30,0,7.0,0.0,14,Monday
7282,Osceola,56.0,623,107.0,15.0,786.0,html version of FL COVID Rep 03-31-2020,0.0,2020-03-31,1,64.0,13.0,14,Tuesday
7283,Osceola,61.0,703,110.0,14.0,874.0,html version of FL COVID Rep 03-31-2020(PM),0.0,2020-03-31,1,80.0,3.0,14,Tuesday
7284,Osceola,61.0,736,115.0,14.0,912.0,html version of FL COVID Rep 04-01-2020,0.0,2020-04-01,2,33.0,5.0,14,Wednesday
7285,Osceola,67.0,884,153.0,15.0,1104.0,html version of FL COVID Rep 04-02-2020,0.0,2020-04-02,3,148.0,38.0,14,Thursday
7286,Osceola,69.0,890,170.0,16.0,1129.0,html version of FL COVID Rep 04-02-2020(PM),0.0,2020-04-02,3,6.0,17.0,14,Thursday
7287,Osceola,70.0,1087,191.0,15.0,1348.0,html version of FL COVID Rep 04-03-2020,0.0,2020-04-03,4,197.0,21.0,14,Friday
7288,Osceola,83.0,1107,201.0,15.0,1391.0,html version of FL COVID Rep 04-03-2020(PM),0.0,2020-04-03,4,20.0,10.0,14,Friday
7289,Osceola,83.0,1155,207.0,15.0,1445.0,html version of FL COVID Rep 04-04-2020,0.0,2020-04-04,5,48.0,6.0,14,Saturday
7290,Osceola,83.0,1187,216.0,15.0,1486.0,html version of FL COVID Rep 04-04-2020(PM),0.0,2020-04-04,5,32.0,9.0,14,Saturday
7291,Osceola,82.0,1287,220.0,15.0,1589.0,html version of FL COVID Rep 04-05-2020,0.0,2020-04-05,6,100.0,4.0,14,Sunday
7292,Osceola,81.0,1301,229.0,15.0,1611.0,html version of FL COVID Rep 04-05-2020(PM),0.0,2020-04-05,6,14.0,9.0,14,Sunday
7293,Osceola,74.0,1415,239.0,14.0,1728.0,html version of FL COVID Rep 04-06-2020,0.0,2020-04-06,0,114.0,10.0,15,Monday
7294,Osceola,72.0,1427,241.0,14.0,1740.0,html version of FL COVID Rep 04-06-2020(PM),0.0,2020-04-06,0,12.0,2.0,15,Monday
7295,Osceola,71.0,1520,254.0,14.0,1845.0,html version of FL COVID Rep 04-07-2020,0.0,2020-04-07,1,93.0,13.0,15,Tuesday
7296,Osceola,75.0,1536,256.0,14.0,1868.0,html version of FL COVID Rep 04-07-2020(PM),1.0,2020-04-07,1,16.0,2.0,15,Tuesday
7297,Osceola,69.0,1622,272.0,14.0,1964.0,html version of FL COVID Rep 04-08-2020,1.0,2020-04-08,2,86.0,16.0,15,Wednesday
7298,Osceola,69.0,1624,277.0,15.0,1971.0,html version of FL COVID Rep 04-08-2020(PM),1.0,2020-04-08,2,2.0,5.0,15,Wednesday
7299,Osceola,67.0,1794,295.0,14.0,2157.0,html version of FL COVID Rep 04-09-2020,1.0,2020-04-09,3,170.0,18.0,15,Thursday
7300,Osceola,72.0,1886,295.0,14.0,2254.0,html version of FL COVID Rep 04-09-2020(PM),1.0,2020-04-09,3,92.0,0.0,15,Thursday
7301,Osceola,72.0,1963,300.0,13.0,2336.0,html version of FL COVID Rep 04-10-2020,1.0,2020-04-10,4,77.0,5.0,15,Friday
7302,Osceola,67.0,1983,305.0,13.0,2356.0,html version of FL COVID Rep 04-10-2020(PM),1.0,2020-04-10,4,20.0,5.0,15,Friday
7303,Osceola,66.0,2027,317.0,14.0,2411.0,html version of FL COVID Rep 04-11-2020,1.0,2020-04-11,5,44.0,12.0,15,Saturday
7304,Osceola,65.0,2050,317.0,13.0,2433.0,html version of FL COVID Rep 04-11-2020(PM),1.0,2020-04-11,5,23.0,0.0,15,Saturday
7305,Osceola,65.0,2128,321.0,13.0,2515.0,html version of FL COVID Rep 04-12-2020,1.0,2020-04-12,6,78.0,4.0,15,Sunday
7306,Osceola,65.0,2146,323.0,13.0,2537.0,html version of FL COVID Rep 04-12-2020(PM),3.0,2020-04-12,6,18.0,2.0,15,Sunday
7307,Osceola,63.0,2355,333.0,12.0,2754.0,html version of FL COVID Rep 04-13-2020,3.0,2020-04-13,0,209.0,10.0,16,Monday
7308,Osceola,67.0,2374,333.0,12.0,2784.0,html version of FL COVID Rep 04-13-2020(PM),10.0,2020-04-13,0,19.0,0.0,16,Monday
7309,Osceola,66.0,2413,343.0,12.0,2832.0,html version of FL COVID Rep 04-14-2020,10.0,2020-04-14,1,39.0,10.0,16,Tuesday
7310,Osceola,69.0,2431,349.0,13.0,2859.0,html version of FL COVID Rep 04-14-2020(PM),10.0,2020-04-14,1,18.0,6.0,16,Tuesday
7311,Osceola,67.0,2481,353.0,12.0,2911.0,html version of FL COVID Rep 04-15-2020,10.0,2020-04-15,2,50.0,4.0,16,Wednesday
7312,Osceola,68.0,2503,361.0,13.0,2933.0,html version of FL COVID Rep 04-15-2020(PM),1.0,2020-04-15,2,22.0,8.0,16,Wednesday
7313,Osceola,67.0,2604,367.0,12.0,3039.0,html version of FL COVID Rep 04-16-2020,1.0,2020-04-16,3,101.0,6.0,16,Thursday
7314,Osceola,68.0,2686,384.0,13.0,3139.0,html version of FL COVID Rep 04-16-2020(PM),1.0,2020-04-16,3,82.0,17.0,16,Thursday
7315,Osceola,69.0,2832,388.0,12.0,3290.0,html version of FL COVID Rep 04-17-2020,1.0,2020-04-17,4,146.0,4.0,16,Friday
7316,Osceola,68.0,2915,392.0,12.0,3376.0,html version of FL COVID Rep 04-17-2020(PM),1.0,2020-04-17,4,83.0,4.0,16,Friday
7317,Osceola,66.0,2961,397.0,12.0,3425.0,html version of FL COVID Rep 04-18-2020,1.0,2020-04-18,5,46.0,5.0,16,Saturday
7318,Osceola,65.0,3074,403.0,12.0,3543.0,html version of FL COVID Rep 04-18-2020(PM),1.0,2020-04-18,5,113.0,6.0,16,Saturday
7319,Osceola,65.0,3111,406.0,12.0,3583.0,html version of FL COVID Rep 04-19-2020,1.0,2020-04-19,6,37.0,3.0,16,Sunday
7320,Osceola,64.0,3177,409.0,11.0,3651.0,html version of FL COVID Rep 04-19-2020(PM),1.0,2020-04-19,6,66.0,3.0,16,Sunday
7321,Osceola,64.0,3199,410.0,11.0,3674.0,html version of FL COVID Rep 04-20-2020,1.0,2020-04-20,0,22.0,1.0,17,Monday
7322,Osceola,65.0,3232,410.0,11.0,3708.0,html version of FL COVID Rep 04-20-2020(PM),1.0,2020-04-20,0,33.0,0.0,17,Monday
7323,Osceola,64.0,3313,416.0,11.0,3794.0,html version of FL COVID Rep 04-21-2020,1.0,2020-04-21,1,81.0,6.0,17,Tuesday
7324,Osceola,63.0,3370,417.0,11.0,3851.0,html version of FL COVID Rep 04-21-2020(PM),1.0,2020-04-21,1,57.0,1.0,17,Tuesday
7325,Osceola,63.0,3462,423.0,11.0,3949.0,html version of FL COVID Rep 04-22-2020,1.0,2020-04-22,2,92.0,6.0,17,Wednesday
7326,Osceola,60.0,3498,427.0,11.0,3986.0,html version of FL COVID Rep 04-22-2020(PM),1.0,2020-04-22,2,36.0,4.0,17,Wednesday
